created_at,screen_name,text,display_text_width,hashtags
2020-10-05T23:32:24Z,m_cadek,"#100DaysOfWriting (Day 49) Late night (productive, but brief) writing session.  I banned myself from ""summarising"" the results in the discussion section, rather I attempted to distil the results. I like the idea of ""distilling"" results, it means ""to purify or transform"". https://t.co/MH6hfAs1FX",271,100DaysOfWriting
2020-10-04T21:56:52Z,m_cadek,"#100DaysOfWriting (Day 48) The weekend (today) was fairly productive. However, there were ups and downs when I struggled to express, get to the point, or distil the important (principal) findings for the last research question I am discussing. Let's go back to the basics (below): https://t.co/K9Ao7vy7EP",280,100DaysOfWriting
2020-10-03T19:30:49Z,m_cadek,"#100DaysOfWriting (Day 47) Writing in the afternoon. I was feeling alright about the progress but then later on it felt like I can't get to the point, and I am not sure what to write about. It would be great if universities provided writing coaches, desperately in need of one. https://t.co/mTjSfOpjWp",277,100DaysOfWriting
2020-10-03T19:30:46Z,m_cadek,"#100DaysOfWriting (Day 46). Today didn't go well. I tried to write but it was not easy after a long day full of various IT setups and things related to a new role. The day went by really fast and when I got to try to write, it was so late! Ended up not being able to do anything. https://t.co/phH7gVGO7K",279,100DaysOfWriting
2020-10-01T23:27:49Z,m_cadek,"#100DaysOfWriting (Day 45). Late-night session. Nevertheless, it is progress. I have discussed some research focusing on the language aspect of the NCMP. I think the groundwork to discuss my results is done. It isn't far from more reflective writing, that will be easier.",271,100DaysOfWriting
2020-09-30T20:31:58Z,m_cadek,"#100DaysOfWriting (Day 44) It was very difficult to reset the routine and also to routinely share the writing. Today (!) I finally managed to write again. This was partially possible because I have spent last week reviewing some background literature; however, it took a while. https://t.co/vADcayqJwx",277,100DaysOfWriting
2020-09-23T13:11:14Z,m_cadek,"#100DaysOfWriting (Day 43) Reading and idea building for the last section. Getting the nescessary background work done, it's the last bit but it's important to get it right. Did some reading in the morning, will continue in the evening.",236,100DaysOfWriting
2020-09-22T15:56:35Z,m_cadek,"#100DaysOfWriting (Day 42) Reading for the last research quesiton. It wasn't going very well today. I think in my head I wanted to do anything else than writing, when I started, I felt unmotivated, distracted. Hopefully it will be better tomorrow.",247,100DaysOfWriting
2020-09-22T15:56:34Z,m_cadek,#100DaysOfWriting (Day 41) No writing session today. Instead went for a day full of sport activity and being outside to enjoy one of the last days that is nice in Prague. Leaving soon.,184,100DaysOfWriting
2020-09-19T11:05:27Z,m_cadek,"#100DaysOfWriting (Days 40) Fixed session with an hour to edit, write and finish the section. Then scheduled lunch and family time. If it helps anyone, sometimes I work better when I plan to do something else at certain hour afterwards (especially if the next thing is rewarding).",280,100DaysOfWriting
2020-09-18T20:43:17Z,m_cadek,"#100DaysOfWriting (Days 39) Tried and couldn't get into it. I may have written only 150 words before giving up. I need to re-read the whole section tomorrow and think if it tells what I want, if yes, I'll move to the last research question, if not, I'll give it another go.",273,100DaysOfWriting
2020-09-17T13:00:09Z,m_cadek,"#100DaysOfWriting (Days 38) When writing, aim for robustness, not perfection as one of my supervisors would say. Today was fairly good! Felt like a productive writing session. Exceeded my target. Time to do a meeting, then ride a bike, go out, meet friends. Enjoy sunshine.",273,100DaysOfWriting
2020-09-16T14:09:27Z,m_cadek,"#100DaysOfWriting (Days 37) Wrote a little again today. It's all about making some progress and I am grateful for any. The last parts of PhD are primarily about motivation, not the ability to shine with expertise. In some way, that can be the hardest.",251,100DaysOfWriting
2020-09-15T18:15:25Z,m_cadek,"#100DaysOfWriting (Days 36) Tried writing today but no luck. I've switched from writing ""every day"" to ""write every working day"" and ""when it feels right"". The pressure wasn't helping and I want to feel I have a choice, and can also enjoy it. Let's see tomorrow! Back to it.",274,100DaysOfWriting
2020-09-15T18:15:24Z,m_cadek,"#100DaysOfWriting (Days 35) Have not been writing a lot but yesterday I started again and written fair amount in the start of the week. Writing in the morning seemed to went well but mostly also because I wasn't pressuting to do it, I just went on with it.",256,100DaysOfWriting
2020-09-07T22:11:19Z,m_cadek,"#100DaysOfWriting (Days 34) Written a little last week but couldn't get into it, the counting is off. Still on annual leave and not doing #PhD a lot. Plus is that I have finlly started feeling relaxed, heck, I think I may have had a minute or two where I did not think about work!",280,100DaysOfWriting
2020-09-01T14:51:03Z,m_cadek,"#100DaysOfWriting (Days 33) Tried to start early but its challang. when you can't fall asleep. Later start, read 2 articles (2 to go) and wrote 150 words. Fine with this but it was a struggle. I also discovered nice initiative for collaborative writing - https://t.co/SX3uvXJ8yt",278,100DaysOfWriting
2020-08-31T18:51:11Z,m_cadek,#100DaysOfWriting (Days 32) Back to it today. Started nice and easy with some reading and going back to what I've written before the break.,139,100DaysOfWriting
2020-08-27T10:21:09Z,m_cadek,"#100DaysOfWriting (Days 32 - 40). Returned home for some time. Going for walks, spending time with family, and relaxing. I felt under the weather recently and decided to take a break from all PhD related stuff, including writing. I will resume again with day 32 on 31.8.2020. https://t.co/YbpIrPOb2Z",275,100DaysOfWriting
2020-08-21T18:02:54Z,m_cadek,#100DaysOfWriting (Day 31). All over the place as I booked a slot to send back an SQL test from big tech company - but a recruiter did not send it on scheduled time - at all?! I shall move onto something productive - *Nervously makes bullet points about what to write tomorrow...* https://t.co/DK7iDWQiwu,280,100DaysOfWriting
2020-08-20T14:58:20Z,m_cadek,"#100DaysOfWriting (Day 30). Third question of my research being discussed, intro written. That is, ""What are the opinions of parents or carers about the NCMP result letters?"". Honestly, when I started the PhD I did not expect this to be the question. It developed a little later.",279,100DaysOfWriting
2020-08-19T14:37:31Z,m_cadek,"#100DaysOfWriting (Day 29) That's it for today. Finished the discussion of first study. Had to rethink what the principal findings were as the analysis was rather complex. Tomorrow onto the last two studies which are more linear in comparison, easier? to discuss. https://t.co/kwzz3rf7L9",263,100DaysOfWriting
2020-08-18T22:24:44Z,m_cadek,#100DaysOfWriting (Day 28) I decided to not write today. I had to sort massive amount of e-mails and admin stuff lurking everywhere. Actually feels nice to have no messages. Nothing. https://t.co/aMLERZWLGo,182,100DaysOfWriting
2020-08-17T18:59:20Z,m_cadek,"#100DaysOfWriting (Day 27) Difficult day with difficult moments combined with slight sleep deprivation. Managed to edit several paragraphs and write a new one. Goal done, but it was tiring. I need to put my writing time into more specific ""writing window"". https://t.co/d6KngrXnE9",256,100DaysOfWriting
2020-08-17T00:00:31Z,m_cadek,"#100DaysOfWriting (Day 26) Late writing session for the weekend. A little change of pace. Coincidentally writing on the matters of lexical diversity, persuasiveness, and such. Hopefully it will make sense tomorrow. Wasn't planning to stay this late, sometimes it just happens. https://t.co/tXxva1C6lc",276,100DaysOfWriting
2020-08-14T23:07:59Z,m_cadek,"#100DaysOfWriting (Day 25) Eh. Writing kinda did not happen today 🤷‍♂️ . I had a lot on my to-do list, most of it related to job preparation, reflection, and then some errands. In such cases, I write a sentence or two to get me started for tomorrow. I also baked a baguettes 🥖 . https://t.co/t0Z7j0cida",278,100DaysOfWriting
2020-08-13T16:07:44Z,m_cadek,"#100DaysOfWriting (Day 24) Wanted to finish early but forgot to start early. Still. I wrote. Met my goal. Got this flow feeling as I had burst of inspiration from reading https://t.co/aw2Jio3nlc. I think ""we"" write well when it gets a little personal but it's fragile equilibrium. https://t.co/78UEaodNro",280,100DaysOfWriting
2020-08-12T18:22:11Z,m_cadek,"#100DaysOfWriting (Day 23) Done. Progressed. It was good to set target of words per day (200). It also feels okay to not be overly ambitious but manage it in small chunks. Focusing on detail helps, but hopefully I won't forget the global scene. Glad I don't use ink. It's too hot. https://t.co/tR5sTP3GpR",280,100DaysOfWriting
2020-08-11T16:56:24Z,m_cadek,"#100DaysOfWriting (Day 22) Today I did not start as early so I had to write through 35°C in flat. I did manage to complete my goal. I also tried various things to artificially create breeze in flat using fan and ice and, meh. I am a little delirious so off to a park. https://t.co/cH1tyveSDB",267,100DaysOfWriting
2020-08-10T21:03:42Z,m_cadek,"#100DaysOfWriting (Day 21) Today I did two things right. Managed to start a little earlier and outran the heat, also managed to write over my goal (slightly over 400 words, reading, discussion). Still. Having 35°C in flat is no fun. Then I went to a park. https://t.co/NSsdufzrcG",255,100DaysOfWriting
2020-08-09T15:55:09Z,m_cadek,"#100DaysOfWriting (Day 20) ""Finally"" getting my hands ""dirty"" with writing - 313 words. I don't think it would have been possible without the work on the literature but I will also aim to be more consistent and set up goal of 200 words a day. However, the hot weather is tough🥵. https://t.co/c5xkgiwy34",278,100DaysOfWriting
2020-08-06T22:32:43Z,m_cadek,"#100DaysOfWriting (Day 19) More literature on public health messaging. Discovered new term called ""Synthetic personalisation"". Not writing, just reading. Not sure how to balance it out but I feel like these are sequential steps (read to write). Not happy about the hot weather 🥵",278,100DaysOfWriting
2020-08-05T22:41:10Z,m_cadek,"#100DaysOfWriting (Day 18) Enlightening day spent on literature regarding Public Health Messaging. I also realise how limited is my knowledge of linguistics. I lack the verbal categories, terms, schemas to apply and look for in text. Nonetheless, I persevere.",259,100DaysOfWriting
2020-08-04T22:44:58Z,m_cadek,#100DaysOfWriting (Day 17) Back to it. Spent the day on reading a chapter about genre analysis of public health campaigns - amazing stuff. Getting used to SQ3R to balance my neurodiversity but sometimes the text just doesn't flow and nothing helps.,248,100DaysOfWriting
2020-07-30T20:21:50Z,m_cadek,#100DaysOfWriting (Day 16) Wrote introduction to the next part of the Discussion. In the part I discuss results of genre analysis of the NCMP letters. One of the challenges is that there's no such past research on the letters done in the literature so I have to really dig deep.,278,100DaysOfWriting
2020-07-29T18:03:50Z,m_cadek,"#100DaysOfWriting (Day 15) Took me 15 days to write the first part of Discussion and only a ""part"" of the first study. The process feels so slow. There is also a lot of reading involved. Thinking. Preparing. Still. Today was productive, but I feel isolated in this journey too.",277,100DaysOfWriting
2020-07-28T22:29:15Z,m_cadek,"#100DaysOfWriting (Day 14) At last, done reading the literature for part of the study 1. I wrote a little, but the progress is slow. I am not sure if I am doing it right - even after reading multiple other discussions and articles on how to write it.",250,100DaysOfWriting
2020-07-27T20:49:15Z,m_cadek,#100DaysOfWriting (Day 13) Just need to review the last report and then onto discussing the key results of the first study. The importance of reading the reports was to establish how to best discuss the results in already known evidence - but it is lengthy process! 8454 words,276,100DaysOfWriting
2020-07-25T16:56:44Z,m_cadek,#100DaysOfWriting (Day 12) Wrote a little about key reports discussing the NCMP in England. Still have to go through one and half report (each about 70 pp) but it is worth it. That's it for today. Will do more tomorrow.,219,100DaysOfWriting
2020-07-24T22:41:26Z,m_cadek,"#100DaysOfWriting (Day 11) This week was challenging. Today I managed to find the time to review an important article (below) for discussion but having to go through three job interviews made it difficult to stop, think, write. ""Luckily"" this isn't likely to happen the next week. https://t.co/lom84udqgE",280,100DaysOfWriting
2020-07-22T23:12:32Z,m_cadek,#100DaysOfWriting (Day 10) Did not write a single word on thesis today as it turns out that job applications and writing are sort of either or position. Preparing presentations for tomorrow. Need to factor in for these things as well.,234,100DaysOfWriting
2020-07-21T22:24:41Z,m_cadek,#100DaysOfWriting (Day 9) Re-reading some of the key literature but today felt sluggish. I have to balance it with writing. Spending too much on reviewing and overthinking things.,179,100DaysOfWriting
2020-07-20T23:51:25Z,m_cadek,#100DaysOfWriting (Day 8). Literature reviewing day. Aimed to built a list of what I need to use for the Discussion - initially tried to allocate literature to each section but that was impractical and it was much better to frame it according to the research questions. https://t.co/43b6PR3ktm,269,100DaysOfWriting
2020-07-19T21:37:27Z,m_cadek,"#100DaysOfWriting (Day 7) a week. I started well, then got stuck. I fulfilled my ambition to have the structure of discussion chapter and drafted a timeline. For each section I'll write what literature I want to use - 8132 words but what counts is the idea of how to move forward. https://t.co/Yo1Ueod50n",280,100DaysOfWriting
2020-07-18T23:47:58Z,m_cadek,#100DaysOfWriting (Day 6). Okay. Tomorrow will be better. Let's just leave it at that. 😖 Do weekends count too? I guess...,122,100DaysOfWriting
2020-07-15T21:51:44Z,m_cadek,"#100DaysOfWriting (Day 3). Can set onto writing as the structure is done. Tomorrow is head-in to discuss the first principal findings. It feels like battling a hydra - I have to keep the literature review, result, and discussion chapters open and move between them (8076 words). https://t.co/igmAcHaalq",278,100DaysOfWriting
2020-07-14T16:54:55Z,m_cadek,"#100DaysOfWriting (Day 2/100). Structure of discussion is clearer. I heavily expanded as I filled relevant places with the results but this will need to be tidied until the discussion is succinct, and clear. Some reading materials on integrating results in mixed-method paradigm. https://t.co/nrDuJuIvDR",279,100DaysOfWriting
2020-07-13T21:37:46Z,m_cadek,"#100DaysOfWriting (Day 1/100) I think I achieved what I intended, it's the start of the discussion, I am making the structure, wrote 400 words but I aim for 15 - 30 pages and it is very challenging. I tend to expand a lot. Here are some resources I used to guide me through this. https://t.co/SgZ1xRBtFE",279,100DaysOfWriting
2020-07-13T17:40:05Z,m_cadek,"#100DaysOfWriting - Decided to make my writing progress public and see what happens (I was counting it anyway). So far, I have written, literature review, methods, and results of my #PhD. Now onto the discussion, but I expect there will be plenty of rewriting and editing. ✍️",275,100DaysOfWriting
